-0.0499992,-0.0368462,0.0255605,-0.00413499,0.00327672,-0.0281041,-0.0452955,0.0178865,0.0179296,0.0434693,-0.0116498,0.00194164,0.0330965,-0.0465428,-0.0446538,0.00297002,0.0171149,-0.0492302,-0.0116584,-0.0433158,-0.0082514,0.0186773,0.00889766,0.0430437,0.0346167,0.00269288,-0.0408035,0.0153919,-0.00840006,0.0201191,0.0410321,0.0262198,-0.0237547,-0.0452535,0.0236082,-0.0171766,0.0132639,0.025641,0.0491037,-0.0134661,-0.0252961,0.048255,0.022266,0.0253356,0.0151519,-0.0427314,0.0131635,0.0384707,-0.022729,-0.00635886,0.0266495,-0.00222682,-0.0262226,-0.0225093,-0.0140735,-0.0333493,-0.00134826,0.0397656,0.0409208,-0.0439436,0.0404653,0.000452292,0.0016292,-0.0180967,
0.0486642,-0.000602332,-0.0233855,-0.0409267,0.0447764,-0.0426251,7.0709e-05,-0.0115858,-0.0222918,0.0413817,0.00297474,-0.00355542,0.044098,-0.0449916,0.0261514,0.0270205,0.0327817,-0.0374635,-0.0484132,0.0188455,0.0368247,0.0129543,0.0236225,0.0225412,0.0499458,0.0388572,-0.0266805,-0.0193678,-0.0148985,0.00132737,0.00911136,0.0345982,-0.00879192,0.0341511,-0.0230683,-0.00846054,0.0037304,-0.00320826,-0.0212788,-0.0321672,-0.034628,0.00716548,0.0302406,-0.0466946,0.00344498,-0.000151989,0.0455361,0.0248293,0.00545838,0.0390737,0.0124849,0.034204,-0.0340232,-0.0287248,0.021471,-0.0369573,-0.040901,-0.0225412,-0.0497,-0.00857067,-0.0473124,0.020982,0.0437897,-0.0260089,
-0.0319104,-0.018246,0.0386991,0.0152059,-0.0349665,0.0181346,-0.0114185,-0.0112275,-2.58982e-05,-0.0352467,0.00871866,0.0345576,0.00901086,0.0455409,0.00561461,-0.0351848,0.0483305,-0.00912333,-0.035818,0.00648987,-0.0247874,-0.00114855,-0.00359695,0.0461095,-0.0373969,-0.0300243,-0.018075,0.0129269,-0.0373288,0.0151254,0.0121634,0.0303073,-0.0252158,-0.00235682,-0.0110686,-0.029675,-0.0471625,0.0401674,-0.00735026,-0.0357979,0.0447487,-0.0089687,-0.0368811,0.0385648,-0.0407826,-0.0337801,-0.0428936,-0.0134661,-0.0246943,-0.0364891,0.0283153,-0.00446927,-0.0150476,-0.00476998,0.0308945,0.0431674,0.0151646,-0.0284752,0.0179592,0.0408922,-0.0249874,0.036086,-0.00287377,0.000595587,
0.0100394,0.0317562,0.0255844,-0.0037755,0.0451367,0.0132739,-0.00606697,0.0324697,0.0188981,0.0202207,0.0487145,0.0454415,0.035127,-0.0210684,0.00374258,0.00144347,-0.0396566,-0.00859715,0.00767167,0.0376566,-0.00599614,0.0229748,0.0369264,0.0215642,0.030072,0.0206535,0.0241716,-0.0480908,0.0386031,0.00249874,-0.00366773,-0.0434806,0.0213422,-0.00110568,0.0167679,0.0182049,-0.0300445,0.0416634,0.0365883,0.0390019,0.00439483,-0.0360805,-0.00496526,0.0489362,-0.0284468,-0.00539766,-0.0184268,0.00146595,0.0381504,-0.00602745,-0.00324682,0.030665,-0.0134842,-0.0288481,0.0499117,-0.0346396,0.0130488,0.011635,-0.0499405,-0.0499121,0.0273352,0.0227335,-0.0180822,-0.00822763,
0.0182494,0.0180562,-0.0294738,0.033642,0.0208921,0.0328708,-0.0405451,-0.0418262,0.0264005,0.0129572,-0.0286148,-0.0286453,-0.0418939,-0.0111177,0.045216,0.0447545,-0.0110146,-0.0230785,0.0192169,-0.0215965,0.0276866,0.0283865,-0.00775402,-0.0217844,-0.0306033,-0.0488684,-0.0308176,0.0483236,-0.0255946,0.0319726,-0.0363545,-0.0101856,0.010101,-0.032312,0.0328355,-0.0342269,0.0487937,-0.0242831,-0.0266401,-0.0398363,-0.0280589,0.0134717,0.0196007,0.029477,0.0196243,0.025294,0.0169521,0.013343,-0.0443559,0.00982167,-0.0272992,-0.0181222,0.0199834,-0.0382563,0.0262571,0.00261233,0.00539113,0.00879889,-0.0170334,0.0202989,-0.0356955,-0.0338312,-0.00146748,0.0360226,
0.0313266,0.00568358,0.0238997,-0.0183993,-0.0364668,0.00285482,-0.0189261,0.00881192,0.00180836,-0.00691522,-0.0241157,-0.0129774,-0.0106982,-0.00531341,-0.00241038,-0.0112169,-0.0220707,-0.0421737,-0.0130258,-0.0246078,0.0171784,0.0176237,0.00139364,0.0228608,0.0220768,0.0444753,-0.00393027,0.0440163,-0.017844,-0.00395658,0.00171453,0.0161355,-0.00981671,0.010564,0.0486503,-0.0349606,0.0170098,-0.0156182,0.00417101,0.00228077,0.0329239,-0.0485049,-0.022579,0.0142979,0.00461366,0.0417848,-0.0233387,0.0470087,-0.0253267,0.0343975,0.0194024,-0.00442484,0.0317101,-0.0477916,-0.0339251,0.020695,0.0207826,-0.00633616,0.00824211,0.025171,0.0491533,0.0195679,-0.0220488,0.0253863,
-0.0328821,-0.0495746,-0.000430894,-0.0420083,-0.0336919,0.0403301,0.0282992,0.0246679,-0.00635743,-0.0493658,0.00847872,0.00184784,-0.043315,0.00440227,-0.0110269,-0.0284174,-0.0114231,0.0126861,0.0159053,0.020932,0.00386613,-0.0219711,0.0315932,-0.012809,0.0186102,-0.0189831,-0.0490652,-0.0396203,0.00209601,0.027588,-0.0279315,-0.0444721,-0.0429365,-0.0339726,0.0223764,-0.0202978,-0.0449397,-0.00221957,-0.00428381,0.00199885,-0.00535104,-0.0349688,-0.0214058,0.0333682,0.0195637,0.0077776,0.0181164,-0.0168825,-0.0442525,0.0486883,0.00423931,-0.0498343,0.0356193,-0.0470645,-0.012245,-0.00103483,0.00761729,0.0238959,0.0179332,0.00362667,-0.0464412,-0.0377493,0.0473356,-0.0311724,
19.9851,20.0114,20.0108,19.9626,20.0053,20.0454,19.9857,20.0338,20.0474,19.9759,19.9752,19.9924,20.0313,20.0398,19.9745,20.0261,20.0195,19.9952,19.9764,20.0166,19.9617,19.971,19.9614,20.0047,19.9506,19.9676,20.0099,19.9932,0.963235,0.936185,0.904975,0.951064,0.872387,0.957358,0.862987,0.948884,0.990274,20.0269,20.0434,19.975,19.986,20.0269,20,20.0249,20.0172,20.0182,20.0257,19.9536,19.9731,19.9722,20.0063,20.0153,20.0117,19.9871,19.9725,19.9734,20.0153,19.9666,20.0244,19.966,19.9548,20.0162,19.9625,20.0449,
19.9984,20.0121,20.0414,19.9518,20.0094,20.0222,19.9997,19.9554,19.9942,20.0019,20.0272,19.9565,19.9943,20.0477,19.9968,19.9829,19.9946,20.0243,19.9705,19.9671,19.9873,20.044,20.0465,19.9755,19.957,19.9624,20.0026,19.966,1.00676,0.877962,0.951601,0.9043,0.902413,0.892746,0.931378,0.998527,1.02804,20.0258,20.0337,20.02,19.9889,20.0435,20.0106,19.9862,20.004,19.9955,19.9902,19.974,19.9583,19.9922,19.9972,19.979,19.9605,19.9716,20.0302,20.0027,20.0169,20.0364,19.9744,20.0212,19.9764,19.9883,19.9581,19.996,
19.9733,20.0295,19.9991,19.9503,19.9766,20.0165,19.9925,19.9687,20.0463,19.9634,20.0296,20.0446,19.9671,20.0106,19.9564,19.9847,19.9792,20.001,20.0326,20.0334,20.0226,19.9829,20.0302,20.0132,19.9545,19.9541,19.9653,20.0267,0.961158,0.919374,0.960359,0.889495,0.88048,0.868923,0.929993,1.0115,0.990312,19.9762,20.0212,19.9878,19.9701,19.9733,19.9936,19.997,20.0361,20.0477,19.9945,19.9534,20.0024,19.9532,20.0253,20.0092,20.0323,19.983,19.9732,20.0037,19.9931,19.9904,20.0487,20.0467,20.0351,20.0368,19.9812,19.9648,
